典拠	東島通商語	日本語直訳	和訳	英訳		
我々の遊戯	- lucucit leti nole leti kin		- 終了点			
我々の遊戯	終季 taxot: 2leti		終季（【終季】：タショッ）2点			
我々の遊戯	ka e juleleti kin. jo lukupit taxot leti aucleti nole letit ka.		終季した際に自動的に付与される基本点			
我々の遊戯	同色 bepok: 1leti		同色（【同色】：バッポㇰ）1点			
我々の遊戯	aucleti kopzo leti dec e panleti pi letit ka.		終季した手の6枚がすべて同じ色である			
我々の遊戯	六連 6leti laiju leti kin: 1leti		六連（【六連】：ネッニェㇰ）1点			
我々の遊戯	2leti 3leti laiju leti kin lauzait kopzo pi aucleti kopzo leti kin e laiju pi letit ka. makleti 3leti laiju leti kin leti dec nip deliju e panleti.		終季した手が2つの3枚連番からなり、6枚の数字が連続している（二つの3枚連番の色が一致している必要はない）			
我々の遊戯	一周 panleti etecel leti cai: 3leti                                lukupit taxot jo pac leti cai pi letit ka.		一周…3点：一ラウンド目での終季			
我々の遊戯	- atakecleti kin		- ボーナス点			
我々の遊戯	it 船 e pulon pi nip letit ka cet.		【船】で代用した場合は入らない。			
我々の遊戯	皇王 tamjo: jo 1leti 皇 at 王 letit 1leti kin		皇王（【皇王】：タㇺヨウ）皇王１枚につき１点			
我々の遊戯	光 aik: jo 1leti 光 letit 1leti kin		光（【光】：アイㇰ）１枚につき１点			
我々の遊戯	jo lucit 光 leti cepkulante leti nole, jo xot e pac leti nole kinunzait 1leti lukxe leti bapala pi it ka 光. jo atakecit leti, jo xot e lucucleti nole kinunzait 1leti lukxe leti bapala pi it ka 光.		このルールを採用する時、最初に山札から一枚抜き出し公開し、光とする。また加えて終了時に山札から引き、これを光とする。			
我々の遊戯	- kankileleti kin		- 臨時点			
我々の遊戯	四友 4leti mena		四友（【四友】：アㇷ゚ヒー）			
我々の遊戯	jo lata lauzait 4leti mena pi kinunzait leti nole auc deliju letit tude 1leti kin jo ci.		4枚セットを作り、公開するごとに即座に全員から1点をもらう。			
我々の遊戯	開 nam		開（【開】：ナㇺ）…札をもらった相手に1点払う			
我々の遊戯	jo lata lucit etleti lata kinunzait leti bapala pi lauzait 3leti mena o 3leti laiju leti kin o 4leti mena leti nole, lata deliju letit tude 1leti kin jo ci.		他人の捨てた札で3枚セット・3枚連番・4枚セットを作ったとき。			
我々の遊戯	jo kaleti cepkulante leti kin leti tudeleti at kijeleti e nupanleti. polto at lawa waxecit ka.		このルールにおける点数収受は地方や世代といった社会集団に応じて大きな差異がある。			
我々の遊戯	値戦 makaik		値戦（【値戦】：マㇰカイㇰ）			
我々の遊戯	jo kaleti belpic lata bilateit kinunzait leti bapala at kopzo pi lauzait cunetleti dat pi amolit kin pi elmeit.		このゲームでは、共通の公開札と手札を組み合わせてより強い役を作り、点数を賭けた後に勝負する⁸。			
我々の遊戯	pac it leti cul		準備			
我々の遊戯	aucleti lata letit 3leti kopzo pi kinunzait aucleti lata cene xelit leti 3leti bapala pi tectelit xeplata.		各プレーヤーに3枚ずつ配り、さらに3枚を共通の公開札とする。その後、親を決定する。			
我々の遊戯	belpic e tude jo kame		ゲームの進行			
我々の遊戯	kaleti belpic leti awi e ka. inpelit bapala leti awi at amolit kin leti awi at elmeleti awi.		このルールは札の交換を行うフェイズと賭けを行うフェイズ、勝負するフェイズによって構成される。			
我々の遊戯	bapala leti zelena at dat		- 札の強さと役			
我々の遊戯	zelena                                - panleti jo papelleti		札の強さ…通常通り。			
我々の遊戯	dat                                - 3leti mena e cunet jo 3leti laiju leti kin pi 3leti laiju leti kin e cunet jo 2leti mena pi 2leti mena e cunet jo 1leti bapala.		札の役…強い順に3枚セット＞3枚連番＞2枚セット＞一枚である。			
我々の遊戯	- bapala leti inpelleti		- 札の交換			
我々の遊戯	jo pac leti cai lata inpelit bapala. makleti inpelit leti cul mol pi lata tectelit panleti.		最初の1ラウンドに各プレーヤーは札の交換を行う。交換は以下の2種類があり、そのうち1種類を選択する。			
我々の遊戯	- inpelit 1leti kopzo at kinunzait leti bapala.		・手札1枚を公開札1枚と交換する。			
我々の遊戯	- jo lukxe delu iceit 2leti bapala pi delu kinunzait 1leti kopzo at jo kaleti 1leti bapala. jo kaleti nole kinunzait leti nipit leti bapala e tude jo xelit leti bapala.		・山札から2枚を引いてそのうち1枚を手札と交換する。この際、交換した際の捨て札は公開札に追加される。			
我々の遊戯	- amolit kin		- 賭け			
我々の遊戯	jo belpic leti poto aucleti amolit 1leti kin.		全プレーヤーは1点を場に支払う。			
我々の遊戯	xeplata tectelit jo cileti elmeleti e atakec o nip. xeplata nip e atakec pi launza leti lata e xeplata. xeplata tectelit paujun leti kin pi jo belpic leti polto amolit cileti kin. kaleti kin e jo 1leti jo 5leti.		親がその勝負に参加するかどうかを決定する。不参加の場合、親は次プレーヤーに移る。                                親は1点から5点の範囲で基準点を設定し、その点数を場に出す。			
我々の遊戯	xelit ka pi nuxeplata tectelit e atakec o nip. atakecleti nuxeplata amolit paujun leti kin. it ka jo 3leti cai.		それに対して子も参加するかどうか決定し、参加の場合は基準点を出す。                                これを3ラウンド繰り返す。			
我々の遊戯	tectelit nip atakecleti pi kaceit jo mot kopzo. jo kaleti nole nip cene e atakec jo kaleti elmeleti jo launza leti nole. jo atakecit leti, xeplata cene xepit paujun leti kin jo aucleti cileti dije.		不参加を選んだ場合は札を伏せる。この場合それ以降この賭けには参加できなくなる。                                なお、親は手番が来るたびに基準点の変更をすることができる。			
我々の遊戯	elmeleti		勝負			
我々の遊戯	jo 3leti cai e lucuc leti nole elmeit. kaceit cunetelti dat leti lata e molkaleti lata pi letit jo belpic leti poto leti aucleti kin.		3ラウンドの後、勝負をする。最も強い役を出した人が勝者となり、場の点数を総取りする。			
我々の遊戯	連友 neki		連友（連友：ニェㇰヒー)			
我々の遊戯	jo kaleti belpic lata amolit bapala jo laiju pi celene nipit kopzo. kaleti belpic e jo nuxep nole it nipit kopzo leti elme.		このゲームでは、手札を順番に場に出して行き、早く手札を無くすことを競う⁹。			
我々の遊戯	pac it leti cul		準備			
我々の遊戯	aucleti lata letit panleti kin leti kopzo pi tectelit xeplata.		プレーヤー全員に均等に札を配る。親を決定する。			
我々の遊戯	bapala leti zelena at dat		札の強さと役			
我々の遊戯	zelena - papelleti		札の強さ…通常通り。			
我々の遊戯	dat - panleti, 2leti mena, 3leti o xep mena, laiju leti kin (3leti o xep), laiju leti kin leti mena		札の役…一枚・2枚セット・3枚以上のセット・連番（三枚以上）・連番のセットを用いることができる。			
我々の遊戯	dec - jo kaleti belpic xenkanit bapala leti dec.		札の色…このゲームでは、札の色を無視する。			
我々の遊戯	bapala leti xon anpe		札の特殊効果			
我々の遊戯	将                                kinpit kaceit leti 将 pi delu it launza leti panleti. lukupit kinpit leti kin leti zelena pi nipit kaleti auc. jo et, jo nipit leti bapela jo kopzo atakecit kinpit leti kin leti bapela.		将…将を出した枚数分好きな強さの札を宣言し、その強さの全てをゲームから除外する。あるいは、将を出した枚数分捨て札の中から手札に加える。			
我々の遊戯	jo laiju leti mena		- 連番のセットについて			
我々の遊戯	keco, [1leti][1leti][2leti][2leti][3leti][3leti] e ka.		たとえば、[1][1][2][2][3][3]のような役である。			
我々の遊戯	belpic e tude jo kame		ゲームの進行			
我々の遊戯	xeplata kaceit bapala jo pankaleti dat. nuxeplata tectelit kaceit bapala jo xep at panleti dat leti o nip kaceit bapala leti.		親が好きな役でカードを表向きに出す。子はそれより強く同じ役でカードを出すか、札を出さない選択をする。			
我々の遊戯	jo atakecit leti, jo aucleti nole xenkanit kaleti denepoc pi cene kaceit 3leti o xep mena. tectelit kaceit panleti dat leti o nip kaceit bapala leti pi dije e lucuc.		なお、3枚以上のセットはこの縛りを無視していつでも出すことができる。                                役を一つ出すか札を出さない選択をしたら、手番は隣に移る。			
我々の遊戯	mak-mak it ka. jo kaceit jo lape leti lata leti etleti lata nip kaceit leti nole cileti lata e xeplata pi kaceit dutucunleti dat.		何度か繰り返し、最後に出した人以外が出さなかった場合は最後に出した人が親となり、新しく役を出す。			
我々の遊戯	mak-mak it ka pi lata leti kopzo molip jo pac jo aucleti lata pi ci e molka.		これを繰り返し、一番最初に手札を全てを出し切った人が勝利となる。			
我々の遊戯	値木 makup		値木（値木：マㇰホㇷ゚）			
我々の遊戯	atakecit kin leti julo e kaleti belpic leti nocti.		数字の足し算を特徴としたゲーム。			
我々の遊戯	nip deliju xelit dat at zelena pi ka e pupcuk jo pac lijuit kije leti lata.		役や強さを気にする必要がなく、初心者向けのルールといえる。			
我々の遊戯	pac it leti cul		準備			
我々の遊戯	aucleti lata letit 6leti kopzo pi kinunzait 2leti bapala pi tectelit xeplata. jo kaleti belpic kinunzait leti bapala leti alailen e "lime"		各プレーヤーに6枚ずつ配り、山札から2枚を公開札として配置する。その後、親を決定する。                                このゲームでは最初に置かれた公開札をそれぞれ道と呼ぶ。			
我々の遊戯	lata kaceit bapala (cet) jo lime. jo kaleti nole, kaceit leti bapala leti tek deliju e panleti jo belpic leti polto mol bapala leti kin.		プレーヤーは場の道に対し、合計値が接続する場の札の数と同じになるように出す。			
我々の遊戯	keco, 筆(6leti) mol pi cene kaceit 筆(6leti) o cene kaceit 兵(1) at 弓(2) at 車(3) o cene kaceit 無(0) at 車(3) at 車(3) o et.		例えば、【筆】(6)が出ていれば、【筆】(6)を出すか、例えば、【兵】(1)と【弓】(2)と【車】(3)や、【無】(0)と【車】(3)と【車】(3)のような札を出すことができる。			
我々の遊戯	jo atakecit leti, cene panit makleti lime.		また、二つの道を統合することもできる。			
我々の遊戯	keco, 兵(1leti) leti lime at 兵(1leti) leti lime mol pi cene kaceit 弓(2) leti kopzo.		例えば、【兵】(1)の道と、【兵】(1)の道があれば、【弓】(2)を出すことができる。			
我々の遊戯	nip cene amolit o celene nip amolit pi deliju iceit jo lukxe pi delu atakecit lime.		札が出せない、もしくは出したくない場合は、山札から引いて道を増やす。			
我々の遊戯	mak-mak it ka pi amolit aucleti bapala leti lata molkait.		以上を繰り返し、全て札を出し切ったプレーヤーが勝利する。			
我々の遊戯	kaceit 皇 o 王 o 船 pi ka cet nip-nole e aucleti lime molip pi lauzait dutucunleti makleti lime.		【皇】、【王】、【船】は出した瞬間にすべての道を消し去り、新たな二本の道を作る効果がある。			
我々の遊戯	pi, jo ka cet e pacleti lime leti nole lata cene aucleti bapala. kaleti bapala deliju e 1leti.		ただし、これらが道の一番最初の札となった場合は、どんな札でも自由に一枚だけ出すことができる。			
我々の遊戯	開樽 nanto		開樽（【開樽】：ナㇺトウ）			
我々の遊戯	pac it leti cul		準備			
我々の遊戯	aucleti lata letit makleti kopzo at nuwaxecleti kin leti xedixel.		各プレーヤーに2枚の手札、任意の量の点棒を配る。			
我々の遊戯	bapala leti zelena at dat		札の強さと役			
我々の遊戯	zelena                                - panleti jo papelleti.		札の強さ…通常通り。			
我々の遊戯	- jo bapala leti dat zelena mol. jo launza, lape leti dat e cunet jo launza leti dat.		札の役には種類ごとに強さがある。強い順に以下の通りである。			
我々の遊戯	筆兵無傾 kua at elme/ku-a-kauk-mun-aum 兵弓将筆巫		筆兵無傾（【兵弓将筆巫】）			
我々の遊戯	皇王 tan at caupla 皇王		皇王（皇王）			
我々の遊戯	地心 mo/hu-ep hi-a 筆巫将		地心（筆巫将）			
我々の遊戯	馬弓兵 bepice elme/maun-gu-a-kauk 兵弓馬                                行々 tude-tude/mo-uk-mo-uk 船車馬		馬弓兵 （兵弓馬）                                行行（船車馬）			
我々の遊戯	闇戦之集 kapa-nip-mol/kait-kaik-a-dat 兵兵兵兵兵		闇戦之集（兵兵兵兵兵）			
我々の遊戯	laiju leti kin		連番			
我々の遊戯	mena		セット			
我々の遊戯	panleti		一枚			
我々の遊戯	dat leti zelena e panleti pi xelit dat leti bapala leti kin. ci e panleti pi xelit dat leti kinlujot. ci panleti pi panleti dec leti dat e cunet.		役の強さが同じ場合は枚数を比較し、それも同じ場合は数の大きさを比較し、それも同じ場合は同色役のほうが強い。			
我々の遊戯	jo kaleti belpic amolit kin pi kinunzait bapala pi xelit zelena. mak-mak it ka.		本ゲームは賭けと札の公開を繰り返し、その後判定をすることによって構成される。			
我々の遊戯	kin leti amolleti		賭け			
我々の遊戯	jo belpic leti poto amolit atakecleti kin.		場に参加料を出す。			
我々の遊戯	jo laiju tectelit jo launza leti it leti.		順に以下の行動を選択する。			
我々の遊戯	無行                                nip it auc. jo kaleti nole e numolka pi atakecleti kin molip.		無行（無行：ムンモーㇰ）：何もしない。このとき負けとなり、参加料は没収される。			
我々の遊戯	加行                                amolit xep kin jo lapeleti lata amolit leti kin. jo xeplata tectelit 無行 leti nole launza leti lata e xeplata.		加行（加行：アッモーㇰ）：直前の競技者以上の点数を賭ける。                                なお、親が無行を選んだ場合、次のプレーヤーが親となる。			
我々の遊戯	bapala leti kinunzaleti		札の公開			
我々の遊戯	tectelit 加行 pi nip tectelit 無行 leti lata kinunzait kopzo jo panleti nole.		加行を選択し、無行を一度も選択していない競技者が同時に札を公開する。			
我々の遊戯	elmeleti		判定			
我々の遊戯	xelit cunetleti dat jo aucleti kopzo pi tectelit molkait leti lata. nip tectelit pi xelit jo kopzo cunetleti dat jo makleti zelena leti pi mak tectelit.		最も強い役を参照して勝敗を決める。それで決まらない場合は次に強い役を作り判定する。			
我々の遊戯	小猫 nine		小猫（【小猫】：ニーネー）			
我々の遊戯	jo kaleti belpic lata xelit nipit aucleti kopzo leti cul. xon nocti cet mol pi bapala leti zelena at et e waxec jo papelleti nincetkaik leti belpic.		手札をなくすことを競うゲーム。札の強さなど、一般的な紙机戦のゲームとは違う特徴が多い。			
我々の遊戯	pac it leti cul		準備			
我々の遊戯	aucleti lata letit kopzo. kopzo leti kin e jo launza leti kin.		プレーヤー全員に以下の枚数の札を配る。			
我々の遊戯	jo 2-3-4leti lata ?2leti bapala		2~4人：12枚			
我々の遊戯	jo pankaleti cul delu tactelit xeplata.		適当な方法で親を決める。			
我々の遊戯	bapala leti zelena at dat		札の強さと役			
我々の遊戯	zelena                                - 無 cene pulonit panleti dec leti bapala. 船 lap molkait 皇. nip cene xelit 皇 leti zelena jo 王 leti zelena.		札の強さ…無は同色札の代わりとなる。船は唯一皇に勝つ。皇は王と同じ強さとみなされない。			
我々の遊戯	dat                                - cene lucit panleti at mena.		札の役…一枚・セットを使うことができる。			
我々の遊戯	belpic e tude jo kame		ゲームの進行			
我々の遊戯	xeplata kaceit dat. jo dije nuxeplata tectelit jo cai e atakec o nip.		親が役を出す。子は自分の手番に、このラウンドに参加するかしないかを決める。			
我々の遊戯	jo atakecleti nole                                xelit ci pi jo kopzo pac kaceit                                - letit panleti dec at xep zelena jo ci leti 1leti bapala                                o                                - jo panleti zelena xep kin jo ci leti dat.		参加の場合：自分の手札から、同じ色を含みそれより強い札１枚か、同じ強さでより枚数の多い役を出す。			
我々の遊戯	jo nip atakecleti nole                                iceit 3leti bapala jo lukxe.		不参加の場合：山札から札を3枚引く。			
我々の遊戯	tactelit atakecleti pi delu amolit panleti dec leti cunetleti 1leti bapala o panleti cunet leti xep kin leti bapala leti dat.		参加を選択して以降は、同じ色を含みそれより強い札１枚か、同じ強さでより枚数の多い役を出すこととなる。			
我々の遊戯	panleti lata lap e atakec pi etleti lata nip e atakec pi ci iceit aucleti bapala jo poto jo cileti nole. ci e launza leti xeplata.		一人を除いて全員が不参加となった場合、その一人はその時点で場に出ている全ての札を得て、次の親となる。			
我々の遊戯	nipit aucleti kopzo leti lata letit kin. kaleti kin e panleti jo ka. ka e jo cileti nole kopzo e xep kin jo auc leti lata leti kopzo leti kin.		手札がなくなった人はその時点で手札の枚数が一番多い人の手札の枚数分の点数を得る。			
我々の遊戯	jo lukxe leti bapala molip nole xot e lucuc pi letit xep kin jo auc leti lata e molka.		山札がなくなった時点で季節が終わり、最大得点者が勝者となる。			
我々の遊戯	jo atakecit leti, ci e xeplata pi letit 1leti kin.		また、勝者が親の場合はさらに1点を獲得する。			
我々の遊戯	xelit kileleti cul leti belpic		到達を目指すゲーム			
我々の遊戯	jo ka cet leti belpic lata xelit kileleti jo lucucleti poto.		これらのゲームでは、ゴールへの到達を目指す。			
我々の遊戯	行山 mokzo		行山(【行山】:モㇰツォ)			
我々の遊戯	2-3-4leti lata it ka.		このゲームは 2~4 人で行う。			
我々の遊戯	lucit nincetkaik at bepale at zo at xiju at kinpit leti xedixel.		紙机戦とボードと駒、投げ棒、 点棒を用いる。			
我々の遊戯	bepale cene e cetkaik leti julo o mokzo leti julo.		ボードは机戦用のボードや行山用のボードを使う。			
我々の遊戯	jo ka mi cet bijotit lucit cetkaik leti bepale leti nole.		以下では机戦盤を使う場合を紹介する。			
我々の遊戯	belpic leti cela		ゲームの構造			
我々の遊戯	jo kaleti belpic cetleti dije mol.		このゲームは複数の手番によって成り立っている。			
我々の遊戯	jo panleti dije lata kaceit pankaleti inimoc pi pac kaceit bapala jo kopzo pi lucit cileti anpe.		手番において、プレーヤーは対応する資源を支払って手札から札を出し、その効果を適用することを繰り返す。			
我々の遊戯	mak-mak it ka pi jo cucital leti tanzo tudeit jo bepale mol zo leti lata e molkaleti lata.		手番を繰り返し、 盤に置いた駒を先に中央の皇山まで進めたものを勝者とする。			
我々の遊戯	keco, ka e palbitixumo.		以下のルートは一例である。			
我々の遊戯	🖼️		🖼️			
我々の遊戯	dije leti xep pulac		手番の概要			
我々の遊戯	1. letit kopzo. kaleti kin deliju e panleti jo kopzo leti jukenel leti kin. (jo pac, kopzo leti jukenel leti kin e 3leti.)		1. 手札を上限枚数になるまで引く。(初期の上限枚数は 3 枚)			
我々の遊戯	2. jo bepale 3leti 2?leti xedixel mol bapala mol pi nipit ci.		2. 盤上に 20 点棒が 3 本乗っている札があれば、その札を取り除く。			
我々の遊戯	3. lucit coleti bapala leti anpe pi amolit 2?leti xedixel jo delneleti bapala.		3. 自分の札の効果を発動する。黒い札の上に 20 点棒を置く。			
我々の遊戯	4. cene letit tude 米 pi iceit 銭. pi, nip cene letit tude 銭 pi iceit 米.		4. 米から銭に両替する。なお、銭から米へは両替できない。(任意)			
我々の遊戯	5. cene letit tude dexamocel pi nipit amolit leti bapala.		5. コストを支払って設置されたカードを解体する。(任意)			
我々の遊戯	6. cene letit tude dexamocel pi amolit kopzo. cene amolit bapala leti jukenel e 9leti. nip it ka pi cene nip kopzo bapala pi letit 2leti 米. cene mak-mak it ka.		6. コストを支払って手札を設置する。(設置上限9）もしくは、 手札を好きな枚数捨て、1枚につき 2 米得る。			
我々の遊戯	7. letit tude ?leti 米 o 2leti 銭 pi tudeit jo bepale leti zo.		7. 10 米もしくは 2 銭を支払って盤上の駒を移動する。			
我々の遊戯	inimoc		資源			
我々の遊戯	jo mokzo cene letit jo launza leti cul. jo inimoc 米 at 銭 mol pi letit tude 米 pi iceit 銭.		行山では後述の方法で資源を得ることができる。 資源には米と銭の 2 種類があり、米は銭に交換できる。			
我々の遊戯	米                                letit tude 1leti xedixel pi cene iceit ka.		米:1点棒を用いる。			
我々の遊戯	銭                                letit tude 5leti xedixel pi cene iceit ka.		銭:5点棒を用いる。			
我々の遊戯	1leti 銭 leti kak at 5leti 米 leti kak e panleti.		1 銭と 5 米の価値は等しい。			
我々の遊戯	zo e tude jo kame		駒の進め方			
我々の遊戯	letit tude ?leti 米 o 2leti 銭 pi cene tudeit zo jo 1leti nutok. zo pac e tude jo tanke pi atakecit 1leti jo zo leti tudeleti nutok leti kin.		駒は 10 米もしくは 2 銭を支払うことによって 1 マス進めることができる。駒が皇処にある時は駒の移動マス数が 1 マス増える。			
我々の遊戯	amolit bapala leti		札の設置			
我々の遊戯	cene amolit bapala jo bepale leti nucucital pi lucit cileti anpe. jo amolit leti cai leti launza leti cai ka pac letit anpe. (cene lap amolit jo 9leti o nuxep leti bapala) letit tude bapala letit leti dexamocel pi cila cene amolit kaleti bapala. delneleti bapala leti dexamocel e 米 pi ludecleti bapala leti dexamocel e 銭. letit tude amolit leti leti dexamocel pi cene nipit bapala.		札は盤の端に設置することができる。設置した次のターンから効果を発揮する。(札の設置上限:9 枚) 札を設置するには、その札に相応なコストを支払わなければならない。黒札には米、赤札には銭でコストを支払う。札は設置に必要なコストと同じコストを支払うことで解体できる。			
我々の遊戯	letit tude leti dexamocel e panleti jo bapala leti kin. (船 leti kin e 0leti pi 王 at 皇 leti kin e ?leti.) amolit leti delneleti bapala deliju molip jo 3leti cai leti launza. (jo kaceit cai leti kin amolit 2?leti xedixel jo 1leti cai.) nip nipit ludecleti bapala pi cene lucit cileti anpe. (co untik cene nipit delneleti bapala.)		支払うコストの量は紙机戦の札に割り振られた番号に等しい。 (船は 0、王と皇は 10 とする)                                設置された黒札は 3 ターン後に解体される。(明示のために、1 ターンごとに 20 点棒を 1 つ置く)                                 赤札は自ら解体するまで永続的に効果を発揮する。(黒札を自ら解体することもできる)			
我々の遊戯	bapala leti anpe		札の効果			
我々の遊戯	船    jo lucit ka leti nole, nip-nole nipit ka pi letit 2leti 銭.		【船】:盤に置かずそのまま捨て、2 銭を得る。			
我々の遊戯	無    jo 1leti cai letit 1leti 米.		【無】:自分の手番毎に 1 米を得る。			
我々の遊戯	兵    atakecit 1leti jo kopzo leti kin leti jukenel.		【兵】:手札の上限枚数を 1 枚増やす。			
我々の遊戯	弓    atakecit 1leti jo zo e tudeleti nutok leti kin.		【弓】:駒の移動マス数を 1 マス増やす。			
我々の遊戯	車    nuwatakecit 1leti jo amolit bapala leti kin pi nuwatakecit 1leti jo tudeit zo jo 米 leti dexamocel.		【車】:札の設置コストと米での移動コストを 1 減らす。			
我々の遊戯	虎    jo 1leti cai letit kije 1leti inimoc jo 1leti lata.		【虎】:自分の手番毎に、相手一人の資源を一つ奪う。			
我々の遊戯	馬    atakecit 1leti jo zo e tudeleti nutok leti kin.		【馬】:駒の移動マス数を 2 マス増やす。			
我々の遊戯	筆    jo 1leti cai doktit xiju pi cileti kin e 3leti o nuxep pi 虎 at 将 leti anpe pi kaleti anpe e lucuc jo launza leti untik leti dije. xiju leti kin e 4leti o xep pi letit 2leti 銭.		【筆】:自分の手番毎に裁をして 3 以下なら次の自分の手番まで自分への【虎】と【将】の効果を無効にし、4 以上なら 2 銭を得る。			
我々の遊戯	巫    jo 1leti cai doktit xiju pi cileti kin e 3leti o nuxep pi kait tudeit leti dexamocel pi xiju leti kin e 4 o xep pi tudeit zo jo 1leti nutok. (cene lucit 弓 at 馬 at 車 leti anpe jo panleti nole.) jo lucit 巫 at 車 leti anpe leti nole, jo etecleti lucit 巫 leti anpe. jo kait netauk leti nole lata atakecit 5?片.		【巫】:自分の手番毎に裁をして 3 以下なら移動コストを半分にし、4 以上なら駒を 1 つ進める。(【弓】、【馬】、【車】の効果と重複あり)【車】と重複する場合、巫の処理を先に行う。端数は切り上げする。			
我々の遊戯	将    jo 1leti cai doktit xiju pi cileti kin e 3leti o nuxep pi amolit 2?leti kin leti xedixel jo pankaleti bapala pi xiju leti kin e 4 o xep pi nipit jo bepale leti bapala. (cene xenkanit bapala leti dec.)		【将】:自分の手番毎に裁をして 3 以下なら好きな札に 20 点棒を置き、4 以上なら盤にある札を破壊する。(札の色は問わない)			
我々の遊戯	王    jo 1leti cai letit 2leti 銭.		【王】:自分の手番毎に 2 銭を得る。			
我々の遊戯	皇    jo 1leti cai tudeit zo jo panleti nutok. (cene lucit 弓 at 馬 leti anpe jo panleti nole.)		【皇】:自分の手番毎に駒を 1 つ進める。(【弓】、【馬】の効果と重複あり)			
我々の遊戯	六裁 netxiju		六裁(【六裁】:ネッシュ)			
我々の遊戯	lucit docnetoc leti cubelpic.		酒を賭けて行われていた賭博の一種。			
我々の遊戯	laneme penulleti lukup-lukup letit kaleti alailen pi lukupit launza.		ラネーメ古論¹⁰にその名が見られ、以下のような記述がされている。			
我々の遊戯	jo kaleti kantel cene it ticot-ticot jo ka.		こういった記述から、以下のことが推測される。			
我々の遊戯	- letit xep late leti lata it ka.		- ある程度の資本力のある人がこれを遊んでいたこと			
我々の遊戯	- cunetleti it leti mol pi kaleti alailen e "牛行".		- 「牛行」という強い行動があること			
我々の遊戯	jo "六裁" leti alailen, koluxan.katu.lokatan(1995) ticot-ticot lucit 6leti xiju leti julo pi muwi.tacak(1981) ticot-ticot lucit cexexiju.                                jo atakecit leti, mi cet cene xelit kaleti cukulal leti bepale pi lata cet e ticot-ticot 六裁 leti bepale.		また、六裁という名からは 6 本の投げ棒(コールーシャム・ガートゥ・ローハタム 1995¹¹)や 6 面体のサイコロ(ムイ・タザク 1981)を用いたのではないかという学説がある。また、以下のような六裁のものだと考えられているゲームボードらしきものが出土している。			
我々の遊戯	🖼️		🖼️			
我々の遊戯	koluxan.katu.lokatan at muwi.tacak e ticot-ticot launza leti cepkulante.		コールーシャム・ガートゥ・ローハタムやムイ・タザクは以下のようにルールを推測している。			
我々の遊戯	- jo launza-tecnok leti tipec leti zai amolit zo pi pac it belpic.		・右下の斜線部に駒を置いてゲームを始める。			
我々の遊戯	- xiju o cexexiju leti kin e zo e tude leti nutok leti kin.		・投げ棒やサイコロで出た数字分、駒を進める。			
我々の遊戯	- jo zo mol nutok zai mol pi kunlanit zai leti kin leti docnetoc.		・止まったマスに線が書かれていれば、その本数に対応した杯数の酒を飲む。			
我々の遊戯	- jo zo mol nutok etleti lata leti zo mol pi cileti zo e tude jo pac it leti nutok.		・止まったマスに他のプレーヤーの駒があれば、その相手の駒はスタート地点に戻る。			
我々の遊戯	- kile jo lucucleti poto leti lata tectelit iceit kame.		・最初にゴールしたプレーヤーから順に褒賞を選ぶ。			
我々の遊戯	jo atakecit leti, lata ticotit "牛行" e etleti lata nip e co mak e tude pi aucleti zai mol nutok pi kile jo kile leti julo.		なお、「牛行」とは他のプレーヤーに一度もスタートに戻されず、全ての線が書かれたマスに止まったうえでゴールすることだと考えられている。			
我々の遊戯	lokatan lukipit "牛行之名故此片静行而如牛". muwi lukupit "牛此直之歪言".		ローハタムは「牛のようにゆっくり進んでいるから牛行という」という説を、ムイは「牛という単語は真っ直ぐという単語の訛り¹²である」という説を挙げている。			
我々の遊戯	zo e tude jo kame palbitixumo? kame kin leti zo mol? jexet nip e cetleti pi nip cene e ticot kije.		どのようなルートを駒が進んだか、駒はいくつあったかなどについては余り証拠がなく分かっていない。			
我々の遊戯	連船之遊 tude-pijume		連船之遊(【連船之遊】:ネカナモカヌツ)			
我々の遊戯	makleti o dukaleti o jupleti lata it kaleti belpic. jo bepale lata tudeit 3leti mobit pijume leti zo pi penxeit inimoc.		このゲームは、2~4 人で行う。ボードと3つの船を模した駒を用いる。プレーヤーは船駒を動かし、資源を運ぶ。			
我々の遊戯	bepale		ボード			
我々の遊戯	jo bepale pac leti poto at lucucleti poto at ?9leti poto mol. jo pac leti poto at lucucleti poto leti cecijo mol ?9leti poto.                                lata letit kaceit jo aucleti pijume mol inimoc leti kin leti bepale pi cileti jukenel e ?5leti. lata letit kaceit jo pac leti poto at jo jo lucucleti poto leti inimoc leti kin leti bepale. kaleti jukenel molip.		ボードにはスタート地点(【始】)とゴール地点(【終】)、それを結ぶ 19 個の中間地点がある。また、それぞれの船に積載されている資源量を表す上限が 15 の点数トラック¹³と、スタート地点とゴール地点の資源量を表す上限のない点数トラックがある。			
我々の遊戯	片 zo		駒			
